Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr8g072033,chr8,30413652,30414570,
Medtr1g079280,chr1,35234384,35234575,
Medtr4g020545,chr4,6537701,6539357,PF14111 - Domain of unknown function (DUF4283) (DUF4283)  (1 of 116)
Medtr8g056060,chr8,24406231,24406704,"K03094 - S-phase kinase-associated protein 1 (SKP1, CBF3D)  (1 of 33)"
Medtr4g028240,chr4,9738483,9738866,5.99.1.2 - DNA topoisomerase / Untwisting enzyme (1 of 36)
Medtr1g040435,chr1,14965347,14966757,PTHR23042:SF65 - TRANSCRIPTION FACTOR BHLH92 (1 of 1)
Medtr3g117025,chr3,54726858,54727085,
Medtr3g029590,chr3,9312889,9317344,PTHR14493:SF47 - ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 56 (1 of 6)
Medtr4g075333,chr4,28782249,28784971,PTHR23201:SF16 - PROLINE-RICH PROTEIN 4 (1 of 1)
Medtr1g030290,chr1,10511920,10519137,"K01897 - long-chain acyl-CoA synthetase (ACSL, fadD)  (1 of 14)"
Medtr3g088250,chr3,40150983,40151198,
Medtr0020s0100,scaffold0020,134188,138552,PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE (1 of 16)
Medtr7g055730,chr7,19115160,19120467,PTHR14241:SF10 - VON WILLEBRAND FACTOR A DOMAIN-CONTAINING PROTEIN DDB_G0292188 (1 of 2)
Medtr7g007560,chr7,1549779,1552422,PF00069//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat (LRR_8)  (1 of 11)
Medtr4g072200,chr4,27394900,27395157,
Medtr5g019060,chr5,7184635,7186268,PTHR31683:SF8 - MAJOR POLLEN ALLERGEN-LIKE PROTEIN (1 of 14)
Medtr1g100960,chr1,45334224,45335829,"K02920 - large subunit ribosomal protein L36e (RP-L36e, RPL36)  (1 of 2)"
Medtr7g114200,chr7,47104589,47109734,
Medtr6g033110,chr6,10428713,10430435,
Medtr3g085300,chr3,38546193,38547784,
Medtr1g031400,chr1,10974109,10975405,3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase (1 of 116)
Medtr2g083260,chr2,34954393,34960893,PTHR10984:SF37 - CELL REDOX HOMEOSTASIS PROTEIN-RELATED (1 of 2)
Medtr0756s0010,scaffold0756,31,6777,KOG0355 - DNA topoisomerase type II (1 of 2)
Medtr8g045110,chr8,17594404,17602720,PTHR18934:SF103 - ATP-DEPENDENT RNA HELICASE A-LIKE PROTEIN (1 of 2)
Medtr3g462330,chr3,24877263,24880115,PTHR15241:SF4 - TRANSFORMER-SR RIBONUCLEOPROTEIN-RELATED (1 of 1)
Medtr6g071605,chr6,26557232,26559691,PTHR10502 - ANNEXIN (1 of 20)
Medtr4g104980,chr4,43486931,43487533,PTHR20930 - OVARIAN CARCINOMA ANTIGEN CA125-RELATED (1 of 8)
Medtr5g022210,chr5,8726576,8727823,PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 131)
Medtr1g040073,chr1,14670691,14673093,PF07714//PF12819 - Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  (1 of 12)
Medtr1g050740,chr1,19640353,19643416,PTHR23086:SF37 - PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE 4-RELATED (1 of 2)
Medtr1g035850,chr1,13098531,13099068,
Medtr5g090250,chr5,39306717,39307372,
Medtr1g113855,chr1,51371360,51372356,
Medtr8g028285,chr8,10614773,10615601,
Medtr5g013640,chr5,4370425,4372942,K01177 - beta-amylase (E3.2.1.2)  (1 of 7)
Medtr1g084780,chr1,37745398,37746117,
Medtr5g062510,chr5,25952616,25953252,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr3g087020,chr3,39454024,39454681,PTHR33109:SF3 - EPIDERMAL PATTERNING FACTOR-LIKE PROTEIN 1 (1 of 2)
Medtr8g087900,chr8,36370567,36370818,
Medtr3g096240,chr3,43986916,43990495,PTHR23240//PTHR23240:SF11 - DNA CROSS-LINK REPAIR PROTEIN PSO2/SNM1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Medtr7g084110,chr7,32430088,32430903,
Medtr3g099200,chr3,45478429,45480733,
Medtr1g110710,chr1,49951484,49955434,PTHR26374:SF180 - ZINC FINGER PROTEIN JAGGED-RELATED (1 of 1)
Medtr2g101890,chr2,43838102,43841412,PTHR24073:SF502 - RAS-RELATED PROTEIN RABG3D (1 of 2)
Medtr7g066810,chr7,24366435,24377246,K13917 - mRNA-capping enzyme (RNGTT)  (1 of 3)
Medtr4g026370,chr4,9056730,9057032,
Medtr7g045330,chr7,15944083,15945694,
Medtr3g006100,chr3,540447,541505,
Medtr0083s0070,scaffold0083,26584,27111,
Medtr7g100342,chr7,40254535,40255375,PTHR33431:SF2 - GB (1 of 3)
Medtr7g082740,chr7,31721631,31722200,
Medtr7g050560,chr7,16862100,16864372,PF02362 - B3 DNA binding domain (B3)  (1 of 127)
Medtr4g091245,chr4,36131336,36132000,
Medtr4g052790,chr4,19149825,19150246,
Medtr2g010610,chr2,2466293,2466772,K13449 - pathogenesis-related protein 1 (PR1)  (1 of 8)
Medtr0291s0060,scaffold0291,18628,18906,
Medtr4g071220,chr4,26874750,26875461,PTHR19432:SF38 - SUCROSE TRANSPORT PROTEIN SUC1-RELATED (1 of 10)
Medtr3g463080,chr3,25250642,25256724,PTHR11662//PTHR11662:SF312 - SODIUM-DEPENDENT PHOSPHATE TRANSPORTERS // SUBFAMILY NOT NAMED (1 of 1)
Medtr1g058940,chr1,21827410,21827766,"PTHR24015:SF831 - PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN PNM1, MITOCHONDRIAL (1 of 4)"
Medtr3g058850,chr3,23468029,23468523,PTHR11017//PTHR11017:SF162 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 76)
Medtr1g021885,chr1,6650369,6651857,PTHR11606:SF4 - NADP-SPECIFIC GLUTAMATE DEHYDROGENASE 1-RELATED (1 of 2)
Medtr8g031570,chr8,11855207,11855623,
Medtr1g107525,chr1,48829408,48834107,
Medtr2g021227,chr2,7184081,7184460,
Medtr2g090325,chr2,38419551,38420153,PTHR12313//PTHR12313:SF5 - RNF5 // SUBFAMILY NOT NAMED (1 of 4)
Medtr6g072730,chr6,26936935,26939574,PTHR11017//PTHR11017:SF171 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 139)
Medtr1g073350,chr1,32553600,32555963,PTHR31717:SF15 - CCT MOTIF-CONTAINING PROTEIN (1 of 2)
Medtr1g046540,chr1,17536759,17537052,
Medtr5g018490,chr5,6899843,6900782,
Medtr4g098480,chr4,40573104,40574098,PTHR33493:SF6 - LEA D113 HOMOLOGUE TYPE2-RELATED (1 of 1)
Medtr4g063925,chr4,23812038,23816439,K17777 - mitochondrial import inner membrane translocase subunit TIM9 (TIM9)  (1 of 2)
Medtr8g028025,chr8,10363674,10364992,
Medtr1g013450,chr1,3419850,3420903,PF00643//PF06203 - B-box zinc finger (zf-B_box)  // CCT motif (CCT)  (1 of 9)
Medtr8g036215,chr8,13390247,13391219,PF00314 - Thaumatin family (Thaumatin)  (1 of 49)
Medtr8g078870,chr8,33605619,33607858,K02716 - photosystem II oxygen-evolving enhancer protein 1 (psbO)  (1 of 2)
Medtr3g036310,chr3,13484893,13485833,
Medtr2g020210,chr2,6699444,6704388,PTHR24056//PTHR24056:SF176 - CELL DIVISION PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 2)
Medtr7g069300,chr7,25537708,25538659,PF01535 - PPR repeat (PPR)  (1 of 492)
Medtr1g054580,chr1,23687334,23689601,
Medtr5g027050,chr5,11217416,11218491,"K12867 - pre-mRNA-splicing factor SYF1 (SYF1, XAB2)  (1 of 2)"
Medtr8g023620,chr8,8557935,8564315,PTHR13315:SF0 - METALLOPHOSPHOESTERASE 1 (1 of 1)
Medtr3g040300,chr3,14150000,14150812,PTHR11618:SF27 - CYCLIN FAMILY PROTEIN-RELATED (1 of 6)
Medtr6g080650,chr6,29000923,29003973,PF05553//PF14364 - Cotton fibre expressed protein (DUF761)  // Domain of unknown function (DUF4408) (DUF4408)  (1 of 7)
Medtr5g088660,chr5,38466338,38469739,PTHR11595:SF24 - ELONGATION FACTOR 1-BETA 1-RELATED (1 of 2)
Medtr4g113650,chr4,46750295,46754779,PTHR24282:SF25 - CYTOCHROME P450 734A1 (1 of 1)
Medtr8g043510,chr8,16703792,16709394,K19347 - SUN domain-containing protein 1/2 (SUN1_2)  (1 of 1)
Medtr1g070310,chr1,31036317,31036523,
Medtr1g072545,chr1,32197253,32197683,
Medtr2g101380,chr2,43586393,43587731,PTHR23426//PTHR23426:SF27 - FERREDOXIN/ADRENODOXIN // SUBFAMILY NOT NAMED (1 of 1)
Medtr2g087980,chr2,37042498,37046736,PTHR13301:SF53 - CELLULOSE SYNTHASE-LIKE PROTEIN B1-RELATED (1 of 5)
Medtr8g090060,chr8,37699140,37702643,PTHR10992//PTHR10992:SF792 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Medtr3g450680,chr3,17472787,17474176,4.2.1.105 - 2-hydroxyisoflavanone dehydratase (1 of 9)
Medtr7g061840,chr7,22384796,22390534,PTHR21717:SF9 - PROTEIN TBF1 (1 of 4)
Medtr4g031770,chr4,11032103,11033212,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr5g036370,chr5,15840527,15855385,PTHR19306:SF1 - STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 5 (1 of 5)
Medtr6g027560,chr6,9543922,9545950,PTHR12385:SF51 - F20H23.27 PROTEIN-RELATED (1 of 2)
Medtr3g102420,chr3,47200440,47203816,"K03000 - DNA-directed RNA polymerase I subunit RPA12 (RPA12, ZNRD1)  (1 of 1)"
Medtr3g025510,chr3,7810014,7810478,KOG0320 - Predicted E3 ubiquitin ligase (1 of 7)
Medtr4g052270,chr4,18913479,18913792,
Medtr6g027840,chr6,9767853,9770137,PTHR24198:SF85 - IKB-1 (1 of 1)
Medtr8g028615,chr8,10978604,10982020,PTHR22814:SF77 - HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN (1 of 3)
Medtr1g046930,chr1,17704011,17706114,PF11904//PF13857 - GPCR-chaperone (GPCR_chapero_1)  // Ankyrin repeats (many copies) (Ank_5)  (1 of 1)
Medtr1g038370,chr1,14154078,14157394,K11446 - histone demethylase JARID1 [EC:1.14.11.-] (JARID1)  (1 of 7)
Medtr2g058623,chr2,24222407,24223505,
Medtr8g467450,chr8,24240561,24241111,"PTHR23273//PTHR23273:SF8 - REPLICATION FACTOR A 1, RFA1 // SUBFAMILY NOT NAMED (1 of 36)"
Medtr8g088160,chr8,36503619,36507466,PTHR11732//PTHR11732:SF263 - ALDO/KETO REDUCTASE // SUBFAMILY NOT NAMED (1 of 1)
Medtr7g108855,chr7,44455703,44456836,PTHR14155:SF117 - E3 UBIQUITIN-PROTEIN LIGASE ATL41-RELATED (1 of 2)
Medtr6g007640,chr6,1708238,1708838,
Medtr5g049560,chr5,21698821,21700744,PTHR13902//PTHR13902:SF60 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED // SUBFAMILY NOT NAMED (1 of 6)
Medtr8g072100,chr8,30437082,30440009,3.6.4.12 - DNA helicase (1 of 261)
Medtr4g021170,chr4,6825998,6839517,PF00931//PF01582//PF13676 - NB-ARC domain (NB-ARC)  // TIR domain (TIR)  // TIR domain (TIR_2)  (1 of 10)
Medtr8g027830,chr8,10165506,10165691,
Medtr5g018070,chr5,6721488,6726006,PF00931//PF05659 - NB-ARC domain (NB-ARC)  // Arabidopsis broad-spectrum mildew resistance protein RPW8 (RPW8)  (1 of 11)
Medtr3g080060,chr3,36207269,36207546,PTHR36705:SF2 - CLAVATA3/ESR (CLE)-RELATED PROTEIN 20 (1 of 2)
Medtr5g060470,chr5,25039990,25040780,
Medtr2155s0010,scaffold2155,401,763,
Medtr1g492720,chr1,41558334,41558701,
Medtr8g098640,chr8,40793992,40794252,
Medtr4g097720,chr4,40341547,40342092,
Medtr0121s0060,scaffold0121,27484,28502,PF07876 - Stress responsive A/B Barrel Domain (Dabb)  (1 of 7)
Medtr8g014250,chr8,4436820,4437218,
Medtr5g025120,chr5,10170003,10173197,"K02930 - large subunit ribosomal protein L4e (RP-L4e, RPL4)  (1 of 3)"
Medtr6g088660,chr6,33756998,33772645,KOG0988 - RNA-directed RNA polymerase QDE-1 required for posttranscriptional gene silencing and RNA interference (1 of 1)
Medtr2g034120,chr2,13026459,13029247,
Medtr1g061510,chr1,26829247,26834079,K13680 - beta-mannan synthase [EC:2.4.1.32] Man b1-4 Man (CSLA)  (1 of 6)
Medtr3g069910,chr3,31296273,31297859,PF00139 - Legume lectin domain (Lectin_legB)  (1 of 81)
Medtr8g039620,chr8,14726312,14728230,PTHR24128:SF24 - ANKYRIN REPEAT FAMILY PROTEIN-RELATED (1 of 15)
Medtr8g024310,chr8,8913902,8918194,"KOG0225 - Pyruvate dehydrogenase E1, alpha subunit (1 of 1)"
Medtr0082s0230,scaffold0082,47560,48512,
Medtr8g071920,chr8,30347942,30355218,PTHR21576:SF7 - MAJOR FACILITATOR PROTEIN-RELATED (1 of 2)
Medtr8g091700,chr8,38264209,38264744,
Medtr5g090120,chr5,39247084,39252313,PTHR24031:SF326 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 53-RELATED (1 of 2)
Medtr7g031720,chr7,11059349,11059819,"PTHR31232:SF5 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE:K14A17-RELATED (1 of 52)"
Medtr3g054110,chr3,21460323,21462352,PTHR24015:SF884 - PENTATRICOPEPTIDE (PPR) REPEAT-CONTAINING PROTEIN (1 of 3)
Medtr7g102580,chr7,41565926,41566959,PTHR31321:SF24 - PECTINESTERASE 14-RELATED (1 of 3)
Medtr1g418505,chr1,5349002,5351440,
Medtr3g021320,chr3,6233722,6234191,PF03514 - GRAS domain family (GRAS)  (1 of 67)
Medtr0991s0010,scaffold0991,1431,2739,"PTHR11353:SF8 - CHAPERONIN 60 SUBUNIT BETA 1, CHLOROPLASTIC-RELATED (1 of 3)"
Medtr8g074290,chr8,31409907,31412237,PTHR10426:SF4 - FI18644P1-RELATED (1 of 6)
Medtr2g099460,chr2,42631315,42631470,
Medtr8g045280,chr8,17683874,17686445,PF14111 - Domain of unknown function (DUF4283) (DUF4283)  (1 of 116)
Medtr3g108650,chr3,50175488,50177614,
Medtr3g005230,chr3,114308,116138,PTHR13301:SF25 - BZIP TRANSCRIPTION FACTOR-LIKE PROTEIN (1 of 2)
Medtr3g069210,chr3,30987078,30990418,"K13457 - disease resistance protein RPM1 (RPM1, RPS3)  (1 of 36)"
Medtr0049s0100,scaffold0049,70377,70562,
Medtr3g065460,chr3,29590167,29594105,"PTHR32227:SF52 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 2 (1 of 2)"
Medtr8g038430,chr8,14252701,14253204,
Medtr7g102990,chr7,41392641,41395363,
Medtr7g026120,chr7,8651033,8651672,PF01535//PF12854//PF13041 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 47)
Medtr6g044010,chr6,15183787,15184546,
Medtr3g101410,chr3,46680629,46682576,KOG0513 - Ca2+-independent phospholipase A2 (1 of 15)
Medtr1g069320,chr1,29924862,29930923,2.7.1.3 - Ketohexokinase / Hepatic fructokinase (1 of 2)
Medtr7g110790,chr7,45408778,45409781,PTHR31734:SF15 - AUXIN-RESPONSIVE PROTEIN IAA20-RELATED (1 of 2)
Medtr7g015640,chr7,4854569,4854982,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr7g099390,chr7,39852234,39853569,K02693 - photosystem I subunit IV (psaE)  (1 of 1)
Medtr7g080610,chr7,30686809,30692728,"K17800 - LETM1 and EF-hand domain-containing protein 1, mitochondrial (LETM1, MDM38)  (1 of 2)"
Medtr3g116060,chr3,54252608,54259541,PF00083//PF07690 - Sugar (and other) transporter (Sugar_tr)  // Major Facilitator Superfamily (MFS_1)  (1 of 7)
Medtr7g061255,chr7,22137464,22138990,
Medtr2g022110,chr2,7567509,7569057,PF08137 - DVL family (DVL)  (1 of 15)
Medtr2g090685,chr2,38839586,38840063,
Medtr3g060770,chr3,24108680,24109546,K05868 - cyclin B (CCNB)  (1 of 8)
Medtr4g006610,chr4,712797,715692,
Medtr4g021043,chr4,6772695,6774538,
Medtr4g010250,chr4,2305617,2308253,PTHR26312:SF75 - F18B13.21 PROTEIN-RELATED (1 of 3)
Medtr5g042247,chr5,18578101,18578612,
Medtr1g093070,chr1,41919590,41920017,
Medtr0036s0010,scaffold0036,62,289,
Medtr0616s0030,scaffold0616,4362,6589,
Medtr2g101340,chr2,43561394,43562060,PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 3)
Medtr7g011280,chr7,2996223,3001180,PTHR10783:SF43 - PHOSPHATE TRANSPORTER PHO1 HOMOLOG 2-RELATED (1 of 5)
Medtr1g115830,chr1,52320566,52322412,K01859 - chalcone isomerase (E5.5.1.6)  (1 of 7)
Medtr2g076780,chr2,32142386,32143099,PF04770 - ZF-HD protein dimerisation region (ZF-HD_dimer)  (1 of 18)
Medtr7g055660,chr7,19084301,19092927,K11430 - histone-lysine N-methyltransferase EZH2 (EZH2)  (1 of 4)
Medtr1g080440,chr1,35780478,35784001,PTHR27000:SF99 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE PXL1 (1 of 1)
Medtr1g061660,chr1,26931602,26933916,PTHR24326:SF287 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-22-RELATED (1 of 2)
Medtr3g074460,chr3,33648434,33650531,K15255 - ATP-dependent DNA helicase PIF1 [EC:3.6.4.12] (PIF1)  (1 of 15)
Medtr7g090850,chr7,35794949,35795187,
Medtr1g105690,chr1,47668239,47668517,
Medtr1g057400,chr1,25237296,25238191,PTHR31415:SF4 - HARPIN-INDUCED PROTEIN-LIKE-RELATED (1 of 22)
Medtr1g033840,chr1,12239375,12241751,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 210)
Medtr1g052275,chr1,21150195,21152132,PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 17)
Medtr2g031670,chr2,11998984,12000590,PTHR19375//PTHR19375:SF227 - HEAT SHOCK PROTEIN 70KDA // SUBFAMILY NOT NAMED (1 of 58)
Medtr5g010800,chr5,2972847,2975762,PTHR31960:SF2 - F-BOX PROTEIN PP2-A11-RELATED (1 of 2)
Medtr5g014270,chr5,4763720,4763902,
Medtr1g053285,chr1,22347602,22349076,1.13.11.27 - 4-hydroxyphenylpyruvate dioxygenase / p-hydroxyphenylpyruvate oxidase (1 of 5)
Medtr1g044520,chr1,16804961,16814144,2.1.1.79 - Cyclopropane-fatty-acyl-phospholipid synthase / Unsaturated-phospholipid methyltransferase (1 of 2)
Medtr4g096920,chr4,38589837,38590610,
Medtr7g018820,chr7,6218836,6219831,
Medtr3g437460,chr3,12718698,12719129,
Medtr7g082570,chr7,31650010,31652939,3.5.1.94 - Gamma-glutamyl-gamma-aminobutyrate hydrolase / Gamma-glutamyl-GABA hydrolase (1 of 3)
Medtr7g115700,chr7,47835405,47837009,PF04852 - Protein of unknown function (DUF640) (DUF640)  (1 of 15)
Medtr6g012760,chr6,3956581,3957866,PTHR35483:SF1 - GLYCINE-RICH PROTEIN (1 of 2)
Medtr3g111095,chr3,51926365,51926673,
Medtr5g037210,chr5,16235616,16253375,PTHR24092:SF85 - PHOSPHOLIPID-TRANSPORTING ATPASE 3 (1 of 2)
Medtr1g008030,chr1,676605,677685,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr2g014430,chr2,4113755,4114201,
Medtr4g043690,chr4,14583510,14596432,"PF00122//PF00689//PF00690//PF12515//PF12710 - E1-E2 ATPase (E1-E2_ATPase)  // Cation transporting ATPase, C-terminus (Cation_ATPase_C)  // Cation transporter/ATPase, N-terminus (Cation_ATPase_N)  // Ca2+-ATPase N terminal autoinhibitory domain (CaATP_NAI)  // haloacid dehalogenase-like hydrolase (HAD)  (1 of 5)"
Medtr6g061730,chr6,23956516,23957018,
Medtr1g075570,chr1,33467284,33467818,PTHR11945:SF185 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL62 (1 of 30)
Medtr2g098520,chr2,42154588,42159833,K01188 - beta-glucosidase (E3.2.1.21)  (1 of 38)
Medtr7g023890,chr7,7819359,7819568,
Medtr8g015100,chr8,4845765,4852802,PTHR27003:SF105 - LEUCINE-RICH REPEAT PROTEIN KINASE-RELATED (1 of 22)
Medtr4g021835,chr4,7307621,7309012,"KOG1947 - Leucine rich repeat proteins, some proteins contain F-box (1 of 86)"
Medtr4g093620,chr4,37108489,37111627,"PTHR11556//PTHR11556:SF12 - FRUCTOSE-1,6-BISPHOSPHATASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)"
Medtr5g097270,chr5,42591555,42594847,"PTHR24093:SF328 - CALCIUM-TRANSPORTING ATPASE 12, PLASMA MEMBRANE-TYPE-RELATED (1 of 3)"
Medtr5g005230,chr5,336081,337571,
Medtr2g064400,chr2,29194497,29197000,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr1g042510,chr1,15854808,15856398,PTHR11165 - SKP1 (1 of 59)
Medtr3g072105,chr3,32392639,32393090,PTHR22950//PTHR22950:SF323 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 3)
Medtr8g012665,chr8,3730340,3731106,
Medtr1g036580,chr1,13437718,13439991,
Medtr6g017260,chr6,6905838,6910549,PF11016 - Protein of unknown function (DUF2854) (DUF2854)  (1 of 1)
Medtr2g034640,chr2,13250851,13254255,K07953 - GTP-binding protein SAR1 (SAR1)  (1 of 4)
Medtr7g034475,chr7,12974898,12975701,
Medtr1g019340,chr1,5812524,5819995,PTHR24356:SF195 - PROTEIN KINASE FAMILY PROTEIN (1 of 1)
Medtr4g029380,chr4,10146385,10146555,
Medtr7g056293,chr7,19780563,19781804,
Medtr1g068950,chr1,29500560,29502600,PTHR11913:SF30 - ACTIN-DEPOLYMERIZING FACTOR 10-RELATED (1 of 4)
Medtr5g006800,chr5,1069739,1072313,K05894 - 12-oxophytodienoic acid reductase (OPR)  (1 of 10)
Medtr3g007280,chr3,957541,958315,
Medtr3g051390,chr3,20301307,20301838,
Medtr1g115415,chr1,52107512,52109146,PTHR13068:SF8 - EXPRESSED PROTEIN (1 of 2)
Medtr7g026340,chr7,8738374,8742328,"PTHR32227:SF54 - BETA-1, 3-GLUCANASE-LIKE PROTEIN-RELATED (1 of 1)"
Medtr5g069620,chr5,29516393,29517859,
Medtr8g446700,chr8,18294472,18294856,
Medtr8g085575,chr8,35440798,35443840,
Medtr2g101370,chr2,43584848,43585844,PTHR19139:SF99 - AQUAPORIN TIP2-1 (1 of 4)
Medtr5g022360,chr5,8811951,8812422,
Medtr3g084220,chr3,38036746,38037033,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr3g110108,chr3,51018237,51025995,PTHR13856:SF78 - ENTH/VHS/GAT FAMILY PROTEIN (1 of 2)
Medtr7g117710,chr7,48874904,48876155,PTHR32448:SF34 - F22M8.11 PROTEIN-RELATED (1 of 4)
Medtr7g076210,chr7,28663325,28664823,
Medtr6g083320,chr6,31230898,31236397,PTHR31713:SF15 - PROTEIN SAR DEFICIENT 1 (1 of 5)
Medtr4g056300,chr4,20604357,20606836,K15365 - RecQ-mediated genome instability protein 2 (RMI2)  (1 of 1)
Medtr4g085820,chr4,33565511,33567577,PF01936//PF12872 - NYN domain (NYN)  // OST-HTH/LOTUS domain (OST-HTH)  (1 of 3)
Medtr0590s0010,scaffold0590,191,2540,"PTHR23429:SF1 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 1, CHLOROPLASTIC (1 of 4)"
Medtr8g471030,chr8,26638566,26639740,PTHR23323:SF26 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 18 HOMOLOG (1 of 2)
Medtr6g087100,chr6,33494546,33494746,
Medtr2g062670,chr2,26475469,26477961,PTHR24296:SF7 - CYTOCHROME P450 94C1 (1 of 9)
Medtr6g007707,chr6,1835575,1836016,"PTHR10210:SF45 - RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3, CHLOROPLASTIC (1 of 2)"
Medtr0159s0070,scaffold0159,26491,27458,PTHR24221:SF204 - ABC TRANSPORTER B FAMILY MEMBER 7-RELATED (1 of 9)
Medtr3g466740,chr3,27454554,27455978,PF03140 - Plant protein of unknown function (DUF247)  (1 of 94)
Medtr8g433010,chr8,12418350,12423481,PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC)  // Leucine Rich Repeat (LRR_3)  // TIR domain (TIR_2)  (1 of 31)
Medtr8g026990,chr8,9391975,9392190,
Medtr4g131067,chr4,54668009,54668308,
Medtr2g039310,chr2,17232613,17232844,
Medtr5g016150,chr5,5736714,5740149,PTHR10992:SF776 - ESTERASE KAI2-RELATED (1 of 2)
Medtr2g066110,chr2,27694845,27699507,"PTHR11406:SF8 - PHOSPHOGLYCERATE KINASE 1, CHLOROPLASTIC-RELATED (1 of 1)"
Medtr7g024873,chr7,8223374,8224031,PTHR10891//PTHR10891:SF615 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Medtr4g119460,chr4,49523514,49523714,
Medtr8g036220,chr8,13391340,13393739,PTHR24073:SF458 - RAS-RELATED PROTEIN RABA4A (1 of 3)
Medtr2g089315,chr2,37736240,37736495,
Medtr5g085170,chr5,36752674,36753975,K11649 - SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C (SMARCC)  (1 of 5)
Medtr4g115610,chr4,47749857,47750015,
Medtr5g095620,chr5,41790975,41791892,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr6g026850,chr6,9063682,9064527,
Medtr3g026980,chr3,8338932,8340518,
Medtr4g080200,chr4,31103266,31104318,PF08268 - F-box associated domain (FBA_3)  (1 of 12)
Medtr8g028845,chr8,11163786,11165368,
Medtr3g062420,chr3,28175773,28188696,PF00069//PF00931 - Protein kinase domain (Pkinase)  // NB-ARC domain (NB-ARC)  (1 of 1)
Medtr5g081160,chr5,34741814,34746251,PTHR24209:SF7 - PROTEIN DA1-RELATED 2 (1 of 2)
Medtr8g080870,chr8,34919607,34922919,"K01426 - amidase (E3.5.1.4, amiE)  (1 of 6)"
Medtr8g027860,chr8,10193751,10196359,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 108)
Medtr4g070380,chr4,26516055,26521079,2.1.1.205 - tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (1 of 2)
Medtr6g028120,chr6,10010979,10014344,PTHR30620//PTHR30620:SF39 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED // SUBFAMILY NOT NAMED (1 of 4)
Medtr4g066300,chr4,25027786,25028858,
Medtr5g459550,chr5,24560738,24561324,
Medtr2g099050,chr2,42428985,42433131,PTHR13690:SF80 - TRANSCRIPTION FACTOR POSF21-RELATED (1 of 1)
Medtr3g436390,chr3,12221643,12226531,"K13083 - flavonoid 3',5'-hydroxylase (CYP75A)  (1 of 2)"
Medtr8g018740,chr8,6462305,6462604,
