Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Seita.1G017700,scaffold_1,1500726,1501367,PTHR14155//PTHR14155:SF165 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 6)
Seita.6G157700,scaffold_6,27875443,27877718,
Seita.5G440600,scaffold_5,45622458,45625562,"K00949 - thiamine pyrophosphokinase (thiN, TPK1, THI80)  (1 of 3)"
Seita.8G041000,scaffold_8,2977778,2986114,PTHR22999:SF23 - SORTING NEXIN-16 (1 of 1)
Seita.5G314600,scaffold_5,36586605,36593673,K10406 - kinesin family member C2/C3 (KIFC2_3)  (1 of 13)
Seita.6G149000,scaffold_6,26459506,26461255,
Seita.6G129600,scaffold_6,22592736,22594148,PF03140 - Plant protein of unknown function (DUF247)  (1 of 49)
Seita.4G285600,scaffold_4,39861907,39864283,PTHR15486//PTHR15486:SF7 - ANCIENT UBIQUITOUS PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Seita.3G060300,scaffold_3,3839541,3840174,
Seita.2G043900,scaffold_2,3536610,3537197,PF02298 - Plastocyanin-like domain (Cu_bind_like)  (1 of 66)
Seita.7G261400,scaffold_7,31445379,31449607,"PTHR10992:SF879 - PHEOPHYTINASE, CHLOROPLASTIC (1 of 1)"
Seita.2G034900,scaffold_2,2819112,2820364,
Seita.2G099100,scaffold_2,8964142,8970718,PTHR16290//PTHR16290:SF9 - TRANSCRIPTION FACTOR SMIF  DECAPPING ENZYME DCP1 // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G087000,scaffold_5,7340541,7347153,5.3.1.8 - Mannose-6-phosphate isomerase / Phosphomannose isomerase (1 of 2)
Seita.8G096500,scaffold_8,12554166,12554983,
Seita.5G042500,scaffold_5,3825081,3825928,
Seita.6G061800,scaffold_6,5097788,5101977,
Seita.3G395100,scaffold_3,49647445,49650779,2.1.1.297 - Peptide chain release factor N(5)-glutamine methyltransferase / N(5)-glutamine S-adenosyl-L-methionine dependent methyltransferase (1 of 2)
Seita.5G174000,scaffold_5,18470544,18471434,
Seita.9G485700,scaffold_9,52572790,52576107,PTHR24296:SF0 - CYTOCHROME P450 FAMILY PROTEIN-RELATED (1 of 2)
Seita.5G408600,scaffold_5,43397426,43399650,PF13912 - C2H2-type zinc finger (zf-C2H2_6)  (1 of 51)
Seita.6G023700,scaffold_6,1704568,1705482,PF00847 - AP2 domain (AP2)  (1 of 194)
Seita.6G164000,scaffold_6,28656808,28659232,PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 17)
Seita.9G340500,scaffold_9,40068844,40071333,PTHR11802//PTHR11802:SF104 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G002700,scaffold_3,120283,131404,K18752 - transportin-1 (TNPO1)  (1 of 1)
Seita.9G323800,scaffold_9,37438152,37439633,PTHR15486//PTHR15486:SF19 - ANCIENT UBIQUITOUS PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.3G301100,scaffold_3,34391469,34393097,PTHR23155//PTHR23155:SF629 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 40)
Seita.8G184100,scaffold_8,32914995,32915550,
Seita.5G037800,scaffold_5,3491609,3492732,
Seita.8G024400,scaffold_8,1498942,1499416,
Seita.2G339600,scaffold_2,42285552,42286886,PTHR13683//PTHR13683:SF323 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G117000,scaffold_2,11867175,11868386,K02693 - photosystem I subunit IV (psaE)  (1 of 1)
Seita.7G014700,scaffold_7,2679068,2679844,3.2.2.22 - rRNA N-glycosylase / rRNA N-glycosidase (1 of 14)
Seita.1G219300,scaffold_1,29848463,29852820,"K12195 - charged multivesicular body protein 6 (CHMP6, VPS20)  (1 of 1)"
Seita.4G234600,scaffold_4,35644949,35650192,
Seita.2G295900,scaffold_2,39043405,39043848,PTHR31175//PTHR31175:SF6 - AUXIN-RESPONSIVE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 6)
Seita.3G354300,scaffold_3,45478965,45481153,
Seita.1G188600,scaffold_1,27095117,27098636,PTHR11514//PTHR11514:SF57 - MYC // SUBFAMILY NOT NAMED (1 of 4)
Seita.7G112400,scaffold_7,21185759,21188097,
Seita.8G205400,scaffold_8,35356586,35361346,PF13962 - Domain of unknown function (PGG)  (1 of 72)
Seita.5G169900,scaffold_5,17050368,17051701,"PTHR11260//PTHR11260:SF311 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 1)"
Seita.7G010500,scaffold_7,1829712,1830975,
Seita.7G277800,scaffold_7,32707535,32709358,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.2G386100,scaffold_2,45447778,45448535,PTHR13871:SF30 - CYSTEINE/HISTIDINE-RICH C1 DOMAIN FAMILY PROTEIN-RELATED (1 of 4)
Seita.J025200,scaffold_46,5302,6114,
Seita.1G278300,scaffold_1,34986017,34986688,"PTHR12899//PTHR12899:SF7 - 39S RIBOSOMAL PROTEIN L18, MITOCHONDRIAL // SUBFAMILY NOT NAMED (1 of 1)"
Seita.3G352600,scaffold_3,45254122,45259856,PTHR23023//PTHR23023:SF149 - DIMETHYLANILINE MONOOXYGENASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G116500,scaffold_5,9671313,9672188,
Seita.3G172000,scaffold_3,12728824,12730575,
Seita.5G150800,scaffold_5,13451178,13452997,PTHR22835//PTHR22835:SF280 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Seita.5G381700,scaffold_5,41469831,41473100,
Seita.9G174900,scaffold_9,12005498,12007681,PF03514 - GRAS domain family (GRAS)  (1 of 57)
Seita.3G313100,scaffold_3,38309950,38311193,
Seita.9G067400,scaffold_9,3914969,3916928,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.1G380100,scaffold_1,42053737,42056113,PTHR24072:SF171 - RAC-LIKE GTP-BINDING PROTEIN ARAC4-RELATED (1 of 1)
Seita.4G098400,scaffold_4,8424403,8424865,PTHR13068//PTHR13068:SF17 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 14)
Seita.5G062400,scaffold_5,5465638,5470480,PF07883 - Cupin domain (Cupin_2)  (1 of 51)
Seita.3G122700,scaffold_3,8276279,8277988,PTHR11527//PTHR11527:SF129 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED (1 of 3)
Seita.1G123100,scaffold_1,10715712,10717484,2.3.1.199 - Very-long-chain 3-oxoacyl-CoA synthase / Very-long-chain beta-ketoacyl-CoA synthase (1 of 30)
Seita.8G131000,scaffold_8,25276614,25277482,PTHR11200:SF122 - PHOSPHOINOSITIDE PHOSPHATASE SAC3-RELATED (1 of 5)
Seita.7G029100,scaffold_7,7847758,7853086,PF09818 - Predicted ATPase of the ABC class (ABC_ATPase)  (1 of 1)
Seita.3G391300,scaffold_3,49258868,49262832,"PTHR11624:SF76 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA-2, CHLOROPLASTIC-RELATED (1 of 2)"
Seita.2G109900,scaffold_2,10623303,10630300,PTHR23111//PTHR23111:SF29 - ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.7G323000,scaffold_7,35316689,35319310,"K13754 - solute carrier family 24 (sodium/potassium/calcium exchanger), member 6 (SLC24A6, NCKX6)  (1 of 6)"
Seita.1G045800,scaffold_1,4525311,4529120,PTHR32227:SF129 - GLYCOSYL HYDROLASE SUPERFAMILY PROTEIN (1 of 2)
Seita.9G011000,scaffold_9,587339,588978,PTHR23354:SF75 - LYSM DOMAIN-CONTAINING GPI-ANCHORED PROTEIN 1 (1 of 3)
Seita.5G148800,scaffold_5,13286424,13286951,PTHR14155//PTHR14155:SF154 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)
Seita.5G320500,scaffold_5,36995972,37002807,2.4.1.182 - Lipid-A-disaccharide synthase (1 of 1)
Seita.2G060100,scaffold_2,5013729,5020009,K06990 - uncharacterized protein (K06990)  (1 of 3)
Seita.1G104100,scaffold_1,9049989,9052284,
Seita.6G170500,scaffold_6,29426337,29435514,PTHR11972:SF44 - RESPIRATORY BURST OXIDASE HOMOLOG PROTEIN E (1 of 1)
Seita.7G299800,scaffold_7,34069847,34070620,
Seita.6G216200,scaffold_6,33253194,33254566,PF00651//PF00917 - BTB/POZ domain (BTB)  // MATH domain (MATH)  (1 of 19)
Seita.8G022100,scaffold_8,1290456,1294552,K14559 - U3 small nucleolar RNA-associated protein MPP10 (MPP10)  (1 of 2)
Seita.6G181900,scaffold_6,30671656,30673042,
Seita.2G129200,scaffold_2,14951325,14956349,PTHR22883//PTHR22883:SF65 - ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G096800,scaffold_1,8483564,8483689,
Seita.8G130100,scaffold_8,25051797,25054249,
Seita.6G146100,scaffold_6,26075279,26078826,5.4.99.5 - Chorismate mutase / Hydroxyphenylpyruvate synthase (1 of 4)
Seita.7G259300,scaffold_7,31311274,31314896,"K02149 - V-type H+-transporting ATPase subunit D (ATPeV1D, ATP6M)  (1 of 2)"
Seita.3G130900,scaffold_3,9066018,9067004,"PF04844 - Transcriptional repressor, ovate (Ovate)  (1 of 34)"
Seita.9G013500,scaffold_9,710100,718646,6.2.1.20 - Long-chain-fatty-acid--[acyl-carrier-protein] ligase / Acyl-[acyl-carrier-protein] synthetase (1 of 1)
Seita.7G326700,scaffold_7,35512657,35516981,PTHR23177//PTHR23177:SF26 - MKIAA1688 PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.7G092600,scaffold_7,19585743,19586675,
Seita.3G207200,scaffold_3,16113697,16123192,"PF00787//PF04187//PF09325//PF11891 - PX domain (PX)  // Haem-binding uptake, Tiki superfamily, ChaN (Cofac_haem_bdg)  // Vps5 C terminal like (Vps5)  // Domain of unknown function (DUF3411) (DUF3411)  (1 of 1)"
Seita.6G145100,scaffold_6,25886548,25893085,"K14808 - ATP-dependent RNA helicase DDX54/DBP10 [EC:3.6.4.13] (DDX54, DBP10)  (1 of 1)"
Seita.2G020500,scaffold_2,1649850,1650194,
Seita.9G549400,scaffold_9,56821834,56825780,PTHR23155//PTHR23155:SF638 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.9G172100,scaffold_9,11729127,11730980,
Seita.3G047300,scaffold_3,2894821,2899535,
Seita.5G130000,scaffold_5,11161726,11162352,K03004 - DNA-directed RNA polymerase I subunit RPA43 (RPA43)  (1 of 1)
Seita.3G142000,scaffold_3,9965151,9966055,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 45)
Seita.2G260700,scaffold_2,36298077,36306782,"PF00122//PF00690//PF00702//PF12515 - E1-E2 ATPase (E1-E2_ATPase)  // Cation transporter/ATPase, N-terminus (Cation_ATPase_N)  // haloacid dehalogenase-like hydrolase (Hydrolase)  // Ca2+-ATPase N terminal autoinhibitory domain (CaATP_NAI)  (1 of 1)"
Seita.3G044000,scaffold_3,2684579,2691142,PTHR24115:SF515 - KINESIN MOTOR PROTEIN-RELATED PROTEIN-RELATED (1 of 1)
Seita.9G571300,scaffold_9,58287942,58288349,
Seita.3G248700,scaffold_3,21323759,21325284,PTHR13068//PTHR13068:SF34 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 6)
Seita.5G410200,scaffold_5,43493135,43493922,PF00560 - Leucine Rich Repeat (LRR_1)  (1 of 246)
Seita.7G101900,scaffold_7,20438883,20440986,PTHR23241:SF50 - LATE EMBRYOGENESIS ABUNDANT DOMAIN-CONTAINING PROTEIN-RELATED (1 of 1)
Seita.3G338500,scaffold_3,43306934,43311825,PTHR23155//PTHR23155:SF578 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 11)
Seita.6G232100,scaffold_6,34447995,34450073,
Seita.J001900,scaffold_11,39709,42091,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.1G223500,scaffold_1,30173414,30174859,PTHR24351//PTHR24351:SF72 - RIBOSOMAL PROTEIN S6 KINASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G042000,scaffold_1,4132071,4133582,PTHR11926//PTHR11926:SF355 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 3)
Seita.2G170700,scaffold_2,25505751,25507407,PTHR10593//PTHR10593:SF41 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 7)
Seita.2G113500,scaffold_2,11057282,11060642,
Seita.3G363200,scaffold_3,46623468,46624117,
Seita.2G022900,scaffold_2,1854408,1855457,
Seita.8G210700,scaffold_8,36028957,36032062,K05909 - laccase (E1.10.3.2)  (1 of 45)
Seita.3G024300,scaffold_3,1471500,1475261,PTHR13832:SF352 - PROTEIN PHOSPHATASE 2C 59-RELATED (1 of 5)
Seita.9G422700,scaffold_9,47867346,47875128,"K01209 - alpha-N-arabinofuranosidase (E3.2.1.55, abfA)  (1 of 7)"
Seita.8G131500,scaffold_8,25397073,25405240,K17592 - sacsin (SACS)  (1 of 5)
Seita.7G228000,scaffold_7,29198260,29200004,PTHR11717:SF2 - PEPTIDYL-TRNA HYDROLASE PTRHD1-RELATED (1 of 1)
Seita.7G022300,scaffold_7,4258136,4262880,PTHR24423:SF530 - ETHYLENE RESPONSE SENSOR 2-RELATED (1 of 1)
Seita.3G071700,scaffold_3,4552430,4553584,KOG4579 - Leucine-rich repeat (LRR) protein associated with apoptosis in muscle tissue (1 of 23)
Seita.5G362200,scaffold_5,40070828,40076707,"K15437 - aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (AIMP1, ARC1)  (1 of 1)"
Seita.7G105800,scaffold_7,20711242,20716757,PTHR12832 - TESTIS-SPECIFIC PROTEIN PBS13  T-COMPLEX 11 (1 of 2)
Seita.9G479600,scaffold_9,51940841,51941119,
Seita.9G122700,scaffold_9,7598903,7601930,1.14.11.18 - Phytanoyl-CoA dioxygenase / Phytanoyl-CoA hydroxylase (1 of 2)
Seita.8G172800,scaffold_8,31587515,31588129,PTHR22763//PTHR22763:SF67 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Seita.2G198000,scaffold_2,29575942,29578543,"PTHR28620:SF1 - PROTEIN F25B4.8, ISOFORM A (1 of 2)"
Seita.5G367800,scaffold_5,40484086,40487848,K17871 - NADH:ubiquinone reductase (non-electrogenic) (ndh1)  (1 of 5)
Seita.1G039500,scaffold_1,3878625,3879329,PTHR33237:SF4 - F14O23.12 (1 of 1)
Seita.4G124600,scaffold_4,12859067,12863402,PF10250 - GDP-fucose protein O-fucosyltransferase (O-FucT)  (1 of 33)
Seita.6G199100,scaffold_6,32010038,32010934,
Seita.2G085800,scaffold_2,7667375,7678740,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.1G124900,scaffold_1,10968944,10970462,PTHR11926//PTHR11926:SF302 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 7)
Seita.5G157100,scaffold_5,14361040,14363378,
Seita.9G318600,scaffold_9,36660099,36662796,"K15153 - mediator of RNA polymerase II transcription subunit 31 (MED31, SOH1)  (1 of 1)"
Seita.6G173900,scaffold_6,29778433,29779793,PF07883 - Cupin domain (Cupin_2)  (1 of 51)
Seita.7G136500,scaffold_7,22798149,22805432,"K00276 - primary-amine oxidase (AOC3, AOC2, tynA)  (1 of 3)"
Seita.7G143200,scaffold_7,23241815,23244007,
Seita.3G392000,scaffold_3,49326166,49329081,PTHR11761:SF12 - PROTEIN HUELLENLOS (1 of 1)
Seita.9G327100,scaffold_9,38052985,38054536,PF01357//PF03330 - Pollen allergen (Pollen_allerg_1)  // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)  (1 of 69)
Seita.8G055000,scaffold_8,4830052,4831692,PTHR10217:SF479 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 16-RELATED (1 of 2)
Seita.4G072200,scaffold_4,5568807,5572025,PTHR10159:SF358 - DUAL SPECIFICITY PROTEIN PHOSPHATASE DSP8-RELATED (1 of 2)
Seita.5G066300,scaffold_5,5753113,5754138,K01025 - uncharacterized protein (E2.8.2.-)  (1 of 2)
Seita.4G016100,scaffold_4,1051109,1051453,
Seita.6G005500,scaffold_6,385700,389016,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.6G014500,scaffold_6,965092,968556,PTHR23155//PTHR23155:SF578 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 11)
Seita.8G143800,scaffold_8,27931248,27934107,PF03140 - Plant protein of unknown function (DUF247)  (1 of 49)
Seita.2G310600,scaffold_2,40131540,40134237,PTHR22891//PTHR22891:SF39 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // SUBFAMILY NOT NAMED (1 of 3)
Seita.6G030500,scaffold_6,2232315,2232681,PTHR23155//PTHR23155:SF613 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 9)
Seita.9G454700,scaffold_9,50222185,50226615,
Seita.8G047600,scaffold_8,3960214,3963414,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.2G172400,scaffold_2,25779951,25783187,
Seita.7G109500,scaffold_7,21006016,21009399,PTHR11260:SF136 - THIOREDOXIN FAMILY PROTEIN (1 of 1)
Seita.1G241900,scaffold_1,31952120,31955237,PTHR19139//PTHR19139:SF137 - AQUAPORIN TRANSPORTER // SUBFAMILY NOT NAMED (1 of 4)
Seita.8G175200,scaffold_8,31791969,31794260,2.4.1.218 - Hydroquinone glucosyltransferase / Hydroquinone:O-glucosyltransferase (1 of 9)
Seita.8G012400,scaffold_8,711969,713806,PTHR10992//PTHR10992:SF911 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.5G442500,scaffold_5,45719992,45723509,"PTHR31407:SF16 - PSBP DOMAIN-CONTAINING PROTEIN 7, CHLOROPLASTIC (1 of 1)"
Seita.8G122100,scaffold_8,23158419,23161538,1.14.11.33//4.2.99.18 - DNA oxidative demethylase / Alkylated DNA repair protein // DNA-(apurinic or apyrimidinic site) lyase / Phage-T4 UV endonuclease (1 of 1)
Seita.7G059500,scaffold_7,15889646,15892021,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1406)
Seita.7G115600,scaffold_7,21369073,21374239,PF12056 - Protein of unknown function (DUF3537) (DUF3537)  (1 of 5)
Seita.9G220100,scaffold_9,16348033,16353014,"K17805 - mitochondrial import inner membrane translocase subunit TIM16 (PAM16, TIM16)  (1 of 2)"
Seita.9G190100,scaffold_9,13335190,13338491,"PF05631 - Sugar-tranasporters, 12 TM (MFS_5)  (1 of 3)"
Seita.6G128100,scaffold_6,22188863,22190205,
Seita.2G249400,scaffold_2,35234272,35239636,PTHR10110//PTHR10110:SF111 - SODIUM/HYDROGEN EXCHANGER // SUBFAMILY NOT NAMED (1 of 1)
Seita.8G101500,scaffold_8,13573058,13580928,KOG4827 - Uncharacterized conserved protein (1 of 1)
Seita.5G158100,scaffold_5,14652983,14655653,
Seita.2G071100,scaffold_2,5931650,5934867,1.1.99.35 - Soluble quinoprotein glucose dehydrogenase / Soluble glucose dehydrogenase (1 of 2)
Seita.8G052400,scaffold_8,4548389,4548778,"PTHR10209//PTHR10209:SF163 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 8)"
Seita.2G313700,scaffold_2,40454407,40455959,
Seita.9G433800,scaffold_9,48719590,48722636,PF01535//PF13041//PF13812//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 21)
Seita.1G086900,scaffold_1,7739966,7744257,"PTHR22298//PTHR22298:SF53 - ENDO-1,4-BETA-GLUCANASE // SUBFAMILY NOT NAMED (1 of 1)"
Seita.8G172300,scaffold_8,31531722,31532756,
Seita.3G089200,scaffold_3,5759622,5765321,KOG2615 - Permease of the major facilitator superfamily (1 of 12)
Seita.3G028400,scaffold_3,1756867,1758687,KOG0228 - Beta-fructofuranosidase (invertase) (1 of 1)
Seita.6G250300,scaffold_6,35663005,35665754,
Seita.4G046700,scaffold_4,3459986,3464453,"PTHR11592:SF11 - PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXIDASE 1, CHLOROPLASTIC-RELATED (1 of 1)"
Seita.6G180600,scaffold_6,30484749,30486725,PTHR24015:SF594 - PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (1 of 1)
Seita.9G028200,scaffold_9,1539844,1543188,"K15356 - GDP-mannose transporter (VRG4, GONST1)  (1 of 2)"
Seita.5G062200,scaffold_5,5439459,5440372,PTHR22814//PTHR22814:SF118 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Seita.2G320700,scaffold_2,40981267,40989125,"K01456 - peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase (E3.5.1.52, NGLY1, PNG1)  (1 of 1)"
Seita.7G066200,scaffold_7,16846759,16849203,PTHR15907:SF35 - GENE1000 PROTEIN-RELATED (1 of 2)
Seita.5G393600,scaffold_5,42299855,42303304,PTHR16517//PTHR16517:SF39 - TUBBY-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G522700,scaffold_9,55072014,55072385,PTHR11413//PTHR11413:SF51 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 4)
Seita.9G289700,scaffold_9,32619903,32620941,"1.5.1.9 - Saccharopine dehydrogenase (NAD(+), L-glutamate-forming) / Saccharopin dehydrogenase (1 of 3)"
Seita.1G084500,scaffold_1,7504853,7507883,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 54)
Seita.2G437700,scaffold_2,48749314,48751310,1.1.1.208 - (+)-neomenthol dehydrogenase / Monoterpenoid dehydrogenase (1 of 17)
Seita.8G212100,scaffold_8,36484869,36491644,K05909 - laccase (E1.10.3.2)  (1 of 45)
Seita.5G298200,scaffold_5,35367916,35369254,
Seita.7G278200,scaffold_7,32731751,32733472,"PTHR31407:SF18 - PSBP DOMAIN-CONTAINING PROTEIN 4, CHLOROPLASTIC (1 of 1)"
Seita.3G036200,scaffold_3,2194487,2197638,"PTHR10903:SF39 - TRANSLOCASE OF CHLOROPLAST 159, CHLOROPLASTIC (1 of 2)"
Seita.8G039500,scaffold_8,2832704,2848227,PF00931//PF02365//PF05496 - NB-ARC domain (NB-ARC)  // No apical meristem (NAM) protein (NAM)  // Holliday junction DNA helicase ruvB N-terminus (RuvB_N)  (1 of 1)
Seita.9G188800,scaffold_9,13194949,13196221,PF00646 - F-box domain (F-box)  (1 of 322)
Seita.3G165800,scaffold_3,12172264,12176896,PTHR11200//PTHR11200:SF139 - INOSITOL 5-PHOSPHATASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.3G265700,scaffold_3,23489012,23492409,K03231 - elongation factor 1-alpha (EEF1A)  (1 of 9)
Seita.3G164900,scaffold_3,12073119,12074900,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 109)
Seita.1G175100,scaffold_1,25216754,25219628,PTHR10593//PTHR10593:SF48 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 1)
Seita.8G170900,scaffold_8,31340421,31343666,3.1.4.3 - Phospholipase C / Lipophosphodiesterase I (1 of 4)
Seita.8G092400,scaffold_8,11618846,11620521,KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 71)
Seita.7G139400,scaffold_7,23022906,23024651,1.14.13.102 - Psoralen synthase (1 of 4)
Seita.1G071300,scaffold_1,6545736,6546154,
Seita.6G106400,scaffold_6,14156423,14156835,PTHR11432:SF3 - NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 1 (1 of 1)
Seita.6G016100,scaffold_6,1122319,1123697,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.2G144500,scaffold_2,17288829,17290492,PTHR22835//PTHR22835:SF173 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 7)
Seita.5G245000,scaffold_5,30720689,30724992,PTHR22880//PTHR22880:SF138 - FALZ-RELATED BROMODOMAIN-CONTAINING PROTEINS // SUBFAMILY NOT NAMED (1 of 2)
Seita.8G226200,scaffold_8,37849771,37851363,PTHR11685//PTHR11685:SF131 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 4)
Seita.7G001800,scaffold_7,378171,379320,
Seita.8G173900,scaffold_8,31659820,31660598,PTHR15451:SF19 - ERGOSTEROL BIOSYNTHETIC PROTEIN 28-RELATED (1 of 5)
Seita.8G176000,scaffold_8,31870820,31871652,PTHR10891:SF574 - CALCIUM-BINDING PROTEIN CML30-RELATED (1 of 3)
Seita.5G295200,scaffold_5,35140434,35143430,PTHR11743//PTHR11743:SF30 - VOLTAGE-DEPENDENT ANION-SELECTIVE CHANNEL // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G447200,scaffold_9,49625906,49628158,PTHR19241//PTHR19241:SF291 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G189900,scaffold_1,27234447,27235421,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.3G268800,scaffold_3,24019178,24022336,1.11.1.11 - L-ascorbate peroxidase / Ascorbic acid peroxidase (1 of 10)
Seita.7G184100,scaffold_7,26137044,26141603,PTHR11699:SF117 - ALDEHYDE DEHYDROGENASE FAMILY 3 MEMBER F1 (1 of 1)
Seita.5G018800,scaffold_5,2088919,2091658,K14506 - jasmonic acid-amino synthetase (JAR1)  (1 of 5)
Seita.1G218300,scaffold_1,29771515,29773234,PTHR23115//PTHR23115:SF146 - TRANSLATION FACTOR // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G260100,scaffold_9,21409726,21416129,
Seita.7G032800,scaffold_7,10352483,10361641,PTHR22937//PTHR22937:SF55 - RING FINGER CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G243700,scaffold_3,20856368,20859563,PTHR11654//PTHR11654:SF160 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Seita.1G346100,scaffold_1,40069889,40076556,PTHR18966:SF117 - GLUTAMATE RECEPTOR IIA-RELATED (1 of 1)
Seita.9G256200,scaffold_9,20755150,20760569,PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1 (1 of 1)
Seita.5G444000,scaffold_5,45780363,45781888,"PTHR10209//PTHR10209:SF169 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 1)"
