Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Sevir.6G148300,Chr_06,26319044,26322288,(1 of 2) PTHR18929//PTHR18929:SF113 - PROTEIN DISULFIDE ISOMERASE // SUBFAMILY NOT NAMED
Sevir.6G115650,Chr_06,14916705,14916866,
Sevir.7G106100,Chr_07,19181955,19187507,(1 of 1) PTHR22884//PTHR22884:SF359 - SET DOMAIN PROTEINS // SUBFAMILY NOT NAMED
Sevir.6G097100,Chr_06,24356750,24361554,(1 of 2) K12897 - transformer-2 protein (TRA2)
Sevir.4G177100,Chr_04,15425495,15427156,(1 of 8) PTHR31286:SF1 - NUCLEIC ACID BINDING / ZINC ION BINDING PROTEIN-RELATED
Sevir.5G301366,Chr_05,34894181,34894396,
Sevir.9G195233,Chr_09,13843143,13844274,
Sevir.9G197300,Chr_09,13986764,13987457,
Sevir.9G320800,Chr_09,35339430,35344074,(1 of 2) PTHR10108//PTHR10108:SF922 - METHYLTRANSFERASE // METHYLTRANSFERASE PMT14-RELATED
Sevir.1G236950,Chr_01,30737436,30738837,(1 of 26) PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.1G309600,Chr_01,36471273,36474639,(1 of 11) PF03909 - BSD domain (BSD)
Sevir.8G058351,Chr_08,5192347,5195534,"(1 of 5) PTHR18063:SF6 - PROTEIN Y55F3AM.9, ISOFORM A"
Sevir.9G261700,Chr_09,21323753,21326139,"(1 of 36) PF02701 - Dof domain, zinc finger (zf-Dof)"
Sevir.2G150200,Chr_02,16473616,16477681,(1 of 2) 4.2.3.34 - Stemod-13(17)-ene synthase / Stemodene synthase
Sevir.4G062500,Chr_04,4975771,4976938,
Sevir.6G183700,Chr_06,30364793,30367059,
Sevir.3G352500,Chr_03,42871715,42872494,
Sevir.1G133200,Chr_01,12964159,12966219,(1 of 30) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase
Sevir.3G280300,Chr_03,23599780,23600384,
Sevir.7G202600,Chr_07,25798088,25799097,
Sevir.8G152000,Chr_08,27592976,27595375,(1 of 47) PF03140 - Plant protein of unknown function (DUF247)
Sevir.8G186233,Chr_08,32058292,32059170,"(1 of 106) PF04578 - Protein of unknown function, DUF594 (DUF594)"
Sevir.5G060400,Chr_05,4714201,4718490,(1 of 1) K00924//K03083 - uncharacterized protein (E2.7.1.-) // glycogen synthase kinase 3 beta (GSK3B)
Sevir.9G569600,Chr_09,55485302,55486798,(1 of 7) 2.4.1.10 - Levansucrase / Sucrose 6-fructosyltransferase
Sevir.5G269400,Chr_05,32310100,32317018,"(1 of 1) K03514 - non-canonical poly(A) RNA polymerase PAPD5/7 (PAPD5_7, TRF4)"
Sevir.4G059200,Chr_04,4548307,4554682,(1 of 4) PTHR12606//PTHR12606:SF1 - SENTRIN/SUMO-SPECIFIC PROTEASE // GH15225P
Sevir.1G220801,Chr_01,29463411,29464502,
Sevir.5G120200,Chr_05,9748000,9752009,(1 of 1) PTHR10655//PTHR10655:SF34 - LYSOPHOSPHOLIPASE-RELATED // SUBFAMILY NOT NAMED
Sevir.9G296700,Chr_09,31765362,31767769,(1 of 45) PF03101 - FAR1 DNA-binding domain (FAR1)
Sevir.8G158500,Chr_08,28464374,28469417,(1 of 3) K06287 - septum formation protein (maf)
Sevir.2G139100,Chr_02,14866741,14869018,"(1 of 8) K02927 - large subunit ribosomal protein L40e (RP-L40e, RPL40)"
Sevir.3G270900,Chr_03,22110870,22111742,
Sevir.7G333100,Chr_07,34764582,34767460,"(1 of 6) K13754 - solute carrier family 24 (sodium/potassium/calcium exchanger), member 6 (SLC24A6, NCKX6)"
Sevir.1G351900,Chr_01,39567170,39568347,(1 of 1) PTHR10334//PTHR10334:SF229 - CYSTEINE-RICH SECRETORY PROTEIN-RELATED // SUBFAMILY NOT NAMED
Sevir.1G025400,Chr_01,2204430,2205182,
Sevir.9G344300,Chr_09,38323001,38326839,(1 of 45) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase)
Sevir.2G359500,Chr_02,41744042,41747686,(1 of 24) PF04749 - PLAC8 family (PLAC8)
Sevir.3G049200,Chr_03,3097907,3101582,(1 of 1) PTHR24078:SF298 - HEAT SHOCK PROTEIN 40-LIKE
Sevir.6G084500,Chr_06,7899929,7901974,"(1 of 3) K02953 - small subunit ribosomal protein S13e (RP-S13e, RPS13)"
Sevir.3G163340,Chr_03,11334431,11334601,
Sevir.8G169400,Chr_08,30053213,30057418,(1 of 14) PF04576 - Zein-binding (Zein-binding)
Sevir.7G340476,Chr_07,35230110,35231342,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.1G185550,Chr_01,26128860,26130136,
Sevir.3G120200,Chr_03,7974084,7977387,(1 of 1) PTHR14155//PTHR14155:SF95 - RING FINGER DOMAIN-CONTAINING // E3 UBIQUITIN-PROTEIN LIGASE ATL42-RELATED
Sevir.7G307700,Chr_07,33289514,33290819,
Sevir.9G537650,Chr_09,53312126,53312257,
Sevir.1G306300,Chr_01,36280359,36281354,
Sevir.8G127233,Chr_08,22365887,22366811,
Sevir.9G117100,Chr_09,7253304,7259671,"(1 of 1) PTHR22573:SF47 - PHOSPHOGLUCOMUTASE, CYTOPLASMIC 1-RELATED"
Sevir.9G037950,Chr_09,2149105,2150529,
Sevir.3G264500,Chr_03,21402426,21402806,
Sevir.2G454500,Chr_02,47655168,47658145,(1 of 2) K03237 - translation initiation factor 2 subunit 1 (EIF2S1)
Sevir.6G154700,Chr_06,27118932,27120250,
Sevir.5G175700,Chr_05,18379620,18382615,(1 of 45) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase)
Sevir.4G123100,Chr_04,22104666,22104980,
Sevir.1G233600,Chr_01,30465857,30467359,
Sevir.1G040700,Chr_01,3928345,3931033,(1 of 2) PTHR11926//PTHR11926:SF190 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED
Sevir.2G048900,Chr_02,3954572,3960764,"(1 of 3) K10573 - ubiquitin-conjugating enzyme E2 A (UBE2A, UBC2, RAD6A)"
Sevir.5G182100,Chr_05,21899572,21900736,
Sevir.5G450300,Chr_05,45139063,45142083,(1 of 1) PTHR11064:SF42 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-5
Sevir.1G221300,Chr_01,29506421,29509380,(1 of 4) PTHR11709//PTHR11709:SF118 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED
Sevir.1G381800,Chr_01,41371574,41374343,(1 of 10) PF05623 - Protein of unknown function (DUF789) (DUF789)
Sevir.5G395300,Chr_05,41520378,41522028,(1 of 1) 3.2.1.14//3.2.1.17 - Chitinase / Poly-beta-glucosaminidase // Lysozyme / Muramidase
Sevir.2G445000,Chr_02,46991883,46992794,
Sevir.3G369900,Chr_03,44902495,44903823,(1 of 8) 1.14.11.24 - 2'-deoxymugineic-acid 2'-dioxygenase / IDS3
Sevir.6G258000,Chr_06,36136436,36142950,(1 of 1) PTHR24221//PTHR24221:SF119 - FAMILY NOT NAMED // ABC TRANSPORTER B FAMILY MEMBER 1
Sevir.3G338901,Chr_03,40311334,40311951,
Sevir.3G302600,Chr_03,28660148,28662999,(1 of 1) PTHR27003:SF7 - RECEPTOR-LIKE PROTEIN KINASE ANXUR1-RELATED
Sevir.7G103533,Chr_07,18968111,18970272,
Sevir.6G189000,Chr_06,30940735,30942323,(1 of 2) PTHR23024//PTHR23024:SF150 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED
Sevir.8G044200,Chr_08,3370925,3372025,(1 of 2) PF03051 - Peptidase C1-like family (Peptidase_C1_2)
Sevir.5G301501,Chr_05,34900272,34900909,
Sevir.6G041350,Chr_06,3546901,3547464,
Sevir.3G409200,Chr_03,48863737,48868206,(1 of 2) PTHR24115:SF339 - DI-GLUCOSE BINDING PROTEIN WITH KINESIN MOTOR DOMAIN
Sevir.1G285500,Chr_01,34792639,34793126,
Sevir.2G355100,Chr_02,41458760,41460509,"(1 of 4) K02923 - large subunit ribosomal protein L38e (RP-L38e, RPL38)"
Sevir.7G038300,Chr_07,2747147,2750749,"(1 of 2) K00236 - succinate dehydrogenase (ubiquinone) cytochrome b560 subunit (SDHC, SDH3)"
Sevir.3G273900,Chr_03,22624211,22626134,
Sevir.2G147751,Chr_02,16156827,16162361,
Sevir.3G245500,Chr_03,19414497,19415843,(1 of 13) 2.7.7.49 - RNA-directed DNA polymerase / Revertase
Sevir.1G145657,Chr_01,17025833,17026102,
Sevir.7G202800,Chr_07,25806178,25806881,
Sevir.4G151800,Chr_04,29076732,29078073,
Sevir.6G179500,Chr_06,30002143,30003271,
Sevir.9G274300,Chr_09,23645250,23645932,
Sevir.5G094500,Chr_05,7651889,7654597,(1 of 1) PTHR13683:SF274 - ASPARTYL PROTEASE FAMILY PROTEIN
Sevir.1G194500,Chr_01,27149363,27150690,(1 of 2) PTHR33696//PTHR33696:SF1 - FAMILY NOT NAMED // T22J18.15
Sevir.7G223600,Chr_07,27392664,27397399,(1 of 1) PTHR10887//PTHR10887:SF373 - DNA2/NAM7 HELICASE FAMILY // SUBFAMILY NOT NAMED
Sevir.6G128854,Chr_06,20953266,20954448,(1 of 16) PF05212 - Protein of unknown function (DUF707) (DUF707)
Sevir.9G070100,Chr_09,4172883,4181290,(1 of 2) PTHR14445:SF43 - GYF DOMAIN-CONTAINING PROTEIN
Sevir.2G338900,Chr_02,40355633,40362026,"(1 of 1) PTHR10804//PTHR10804:SF107 - PROTEASE FAMILY M24  METHIONYL AMINOPEPTIDASE, AMINOPEPTIDASE P // SUBFAMILY NOT NAMED"
Sevir.3G366100,Chr_03,44490898,44494649,"(1 of 2) K00942 - guanylate kinase (E2.7.4.8, gmk)"
Sevir.7G163500,Chr_07,23134496,23136609,(1 of 10) 1.14.13.138 - Indolin-2-one monooxygenase / CYP71C2
Sevir.3G063400,Chr_03,4079176,4079742,(1 of 53) PF13912 - C2H2-type zinc finger (zf-C2H2_6)
Sevir.4G187303,Chr_04,13416338,13418904,(1 of 2) PF02810 - SEC-C motif (SEC-C)
Sevir.4G135000,Chr_04,25445234,25446290,
Sevir.5G030700,Chr_05,2320734,2320823,
Sevir.7G035500,Chr_07,556938,557651,"(1 of 21) PF04504 - Protein of unknown function, DUF573 (DUF573)"
Sevir.8G156800,Chr_08,28234947,28238142,(1 of 1) PTHR18860//PTHR18860:SF34 - 14-3-3 PROTEIN // SUBFAMILY NOT NAMED
Sevir.1G191000,Chr_01,26797739,26799881,
Sevir.J000301,scaffold_36,6214,6684,"(1 of 51) PF04398 - Protein of unknown function, DUF538 (DUF538)"
Sevir.3G308800,Chr_03,34000903,34001825,
Sevir.3G182500,Chr_03,12910338,12911146,
Sevir.3G118700,Chr_03,7891677,7895632,"(1 of 1) PTHR24286//PTHR24286:SF28 - FAMILY NOT NAMED // CYTOCHROME P450, FAMILY 722, SUBFAMILY A, POLYPEPTIDE 1"
Sevir.4G170300,Chr_04,17068299,17069390,
Sevir.7G206600,Chr_07,26051183,26051287,(1 of 1) K02714 - photosystem II PsbM protein (psbM)
Sevir.9G102600,Chr_09,6250966,6251264,
Sevir.6G259100,Chr_06,36192121,36196146,(1 of 1) 3.5.99.2 - Aminopyrimidine aminohydrolase / Thiaminase II
Sevir.5G053450,Chr_05,4214885,4216434,
Sevir.4G298900,Chr_04,39182754,39184821,(1 of 1) PTHR23315//PTHR23315:SF49 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // SUBFAMILY NOT NAMED
Sevir.2G045172,Chr_02,3697141,3697618,
Sevir.9G317800,Chr_09,34990190,34993938,"(1 of 4) K15109 - solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29 (SLC25A20_29, CACT, CACL, CRC1)"
Sevir.5G006650,Chr_05,513883,515838,"(1 of 2) PTHR10997//PTHR10997:SF8 - IMPORTIN-7, 8, 11 // EXPORTIN-2"
Sevir.7G303200,Chr_07,33009811,33010802,(1 of 8) PF02496 - ABA/WDS induced protein (ABA_WDS)
Sevir.1G375900,Chr_01,41111101,41112593,(1 of 191) PTHR14155 - RING FINGER DOMAIN-CONTAINING
Sevir.2G344400,Chr_02,40735342,40737693,"(1 of 10) 1.14.13.109 - Abieta-7,13-dien-18-ol hydroxylase / CYP720B1"
Sevir.9G184601,Chr_09,12793047,12796495,
Sevir.4G261300,Chr_04,36312205,36316929,
Sevir.5G401632,Chr_05,41949959,41950761,
Sevir.1G167300,Chr_01,23827945,23829261,(1 of 11) PTHR12542//PTHR12542:SF40 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED
Sevir.2G405201,Chr_02,44655209,44656774,
Sevir.9G439701,Chr_09,46487127,46488293,(1 of 4) PF07107 - Wound-induced protein WI12 (WI12)
Sevir.8G069900,Chr_08,6971335,6974115,(1 of 1) PF00139//PF03109 - Legume lectin domain (Lectin_legB) // ABC1 family (ABC1)
Sevir.1G195900,Chr_01,27248228,27251901,(1 of 1) PTHR15544//PTHR15544:SF0 - OSMOSIS RESPONSIVE FACTOR // TETRATRICOPEPTIDE REPEAT PROTEIN 33
Sevir.7G200450,Chr_07,25663338,25663580,
Sevir.7G266600,Chr_07,30160080,30162312,(1 of 1) PTHR33146:SF4 - ENDONUCLEASE 1
Sevir.1G013800,Chr_01,1149352,1153389,(1 of 8) K14496 - abscisic acid receptor PYR/PYL family (PYL)
Sevir.2G255600,Chr_02,33759117,33760106,
Sevir.4G304902,Chr_04,202946,203792,
Sevir.5G366800,Chr_05,39532773,39533072,
Sevir.7G144800,Chr_07,21873654,21874162,
Sevir.3G256100,Chr_03,20464252,20465764,(1 of 2) PTHR33294:SF3 - AWPM-19-LIKE PROTEIN
Sevir.3G319506,Chr_03,33512171,33512470,
Sevir.9G276900,Chr_09,24343106,24346459,(1 of 2) PTHR11206//PTHR11206:SF178 - MULTIDRUG RESISTANCE PROTEIN // SUBFAMILY NOT NAMED
Sevir.6G163600,Chr_06,28300332,28304300,(1 of 5) PTHR12608 - TRANSMEMBRANE PROTEIN HTP-1 RELATED
Sevir.4G052600,Chr_04,4074091,4076082,"(1 of 3) PTHR10209//PTHR10209:SF139 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED"
Sevir.2G114850,Chr_02,11150274,11151391,
Sevir.5G216650,Chr_05,26476086,26476963,
Sevir.3G201200,Chr_03,14574356,14579824,(1 of 1) PTHR22884//PTHR22884:SF372 - SET DOMAIN PROTEINS // SUBFAMILY NOT NAMED
Sevir.5G092500,Chr_05,7471583,7472206,(1 of 117) PF13947 - Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)
Sevir.1G076300,Chr_01,6964215,6968230,"(1 of 1) PTHR11214//PTHR11214:SF120 - BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE // SUBFAMILY NOT NAMED"
Sevir.2G141300,Chr_02,14977196,14982253,(1 of 19) 1.1.1.330 - Very-long-chain 3-oxoacyl-CoA reductase / Very-long-chain beta-ketoacyl-CoA reductase
Sevir.2G306166,Chr_02,37890373,37891895,(1 of 6) PTHR31175//PTHR31175:SF6 - AUXIN-RESPONSIVE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G306500,Chr_07,33193158,33202058,(1 of 1) K10862 - tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-] (TDP1)
Sevir.5G408100,Chr_05,42443622,42446458,(1 of 31) PF01535//PF12854//PF13041 - PPR repeat (PPR) // PPR repeat (PPR_1) // PPR repeat family (PPR_2)
Sevir.2G142050,Chr_02,15087574,15088271,
Sevir.7G059000,Chr_07,14401067,14404217,(1 of 3) 1.13.11.53//1.13.11.54 - Acireductone dioxygenase (Ni(2+)-requiring) / E-2 // Acireductone dioxygenase (Fe(2+)-requiring) / E-2'
Sevir.1G174300,Chr_01,24606599,24610833,
Sevir.3G268466,Chr_03,21834021,21834688,
Sevir.4G125200,Chr_04,22882287,22884101,(1 of 2) K03236 - translation initiation factor 1A (EIF1A)
Sevir.1G241600,Chr_01,31277025,31277973,
Sevir.9G062300,Chr_09,3658437,3660950,(1 of 2) PTHR14155//PTHR14155:SF90 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.1G238701,Chr_01,31004387,31012266,(1 of 25) KOG0617 - Ras suppressor protein (contains leucine-rich repeats)
Sevir.6G124775,Chr_06,18074224,18075498,
Sevir.5G228900,Chr_05,27712306,27712890,
Sevir.9G252300,Chr_09,19821904,19823483,(1 of 114) 3.6.4.13 - RNA helicase
Sevir.3G317700,Chr_03,32451066,32460109,(1 of 1) PTHR19241//PTHR19241:SF295 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED
Sevir.2G267000,Chr_02,34707366,34711057,(1 of 2) PTHR10366//PTHR10366:SF342 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED
Sevir.4G151300,Chr_04,28989841,28993683,(1 of 3) 2.7.10.1//2.7.10.2//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific protein-tyrosine kinase / Cytoplasmic protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.2G067700,Chr_02,5530424,5532574,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.6G054300,Chr_06,4697688,4701096,(1 of 1) PTHR10848//PTHR10848:SF1 - MEIOTIC RECOMBINATION PROTEIN SPO11 // MEIOTIC RECOMBINATION PROTEIN SPO11-2
Sevir.4G009501,Chr_04,704713,704823,
Sevir.6G110100,Chr_06,12335177,12337740,(1 of 14) PF04576 - Zein-binding (Zein-binding)
Sevir.3G230200,Chr_03,17633094,17634965,(1 of 1) PTHR19370//PTHR19370:SF114 - NADH-CYTOCHROME B5 REDUCTASE // SUBFAMILY NOT NAMED
Sevir.9G147400,Chr_09,9496313,9498591,
Sevir.3G280800,Chr_03,23782118,23786374,(1 of 1) PTHR13832//PTHR13832:SF198 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 34-RELATED
Sevir.9G506100,Chr_09,51249578,51252095,
Sevir.5G458901,Chr_05,45681346,45690674,(1 of 20) PTHR23155//PTHR23155:SF557 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.5G003000,Chr_05,296969,300552,(1 of 1) PTHR24078//PTHR24078:SF188 - DNAJ HOMOLOG SUBFAMILY C MEMBER // DNAJ HEAT SHOCK PROTEIN
Sevir.2G388200,Chr_02,43629809,43630993,
Sevir.8G024912,Chr_08,1451415,1452816,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.1G385200,Chr_01,41521115,41523298,(1 of 1) PTHR35689//PTHR35689:SF1 - FAMILY NOT NAMED // F10B6.4
Sevir.9G181800,Chr_09,12543729,12550460,(1 of 1) PTHR11206//PTHR11206:SF140 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN
Sevir.1G109400,Chr_01,9546949,9553295,(1 of 2) 2.7.8.1 - Ethanolaminephosphotransferase
Sevir.4G038300,Chr_04,2838827,2842532,
Sevir.5G310600,Chr_05,35586278,35594990,(1 of 2) PTHR11972//PTHR11972:SF66 - NADPH OXIDASE // SUBFAMILY NOT NAMED
Sevir.7G062500,Chr_07,14821460,14822137,
Sevir.2G401300,Chr_02,44444195,44446203,(1 of 2) PTHR14155//PTHR14155:SF109 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.2G445800,Chr_02,47053389,47058446,(1 of 80) PF00170 - bZIP transcription factor (bZIP_1)
Sevir.9G388200,Chr_09,42597643,42598361,
Sevir.9G194900,Chr_09,13809608,13813065,(1 of 1) PTHR11937//PTHR11937:SF252 - ACTIN // SUBFAMILY NOT NAMED
Sevir.1G007600,Chr_01,466465,466716,
Sevir.2G195500,Chr_02,27240667,27241434,(1 of 111) PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER
Sevir.3G193000,Chr_03,13859975,13861717,
Sevir.1G282200,Chr_01,34545761,34547167,
Sevir.5G014300,Chr_05,1030419,1031244,(1 of 26) 3.6.5.5 - Dynamin GTPase
Sevir.9G171900,Chr_09,11754844,11757419,(1 of 1) PTHR31682//PTHR31682:SF3 - FAMILY NOT NAMED // UDP-ARABINOPYRANOSE MUTASE 1-RELATED
Sevir.4G170500,Chr_04,16982063,16983668,(1 of 4) 2.5.1.112//2.5.1.27 - Adenylate dimethylallyltransferase (ADP/ATP-dependent) / Isopentenyltransferase // Adenylate dimethylallyltransferase (AMP-dependent) / Isopentenyltransferase
Sevir.4G265000,Chr_04,36580797,36584587,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.5G129325,Chr_05,10692110,10695237,"(1 of 3) K10573 - ubiquitin-conjugating enzyme E2 A (UBE2A, UBC2, RAD6A)"
Sevir.7G199400,Chr_07,25578556,25581945,(1 of 3) 3.6.1.13//3.6.1.22//3.6.1.53 - ADP-ribose diphosphatase / ADPR-PPase // NAD(+) diphosphatase / NADP pyrophosphatase // Mn(2+)-dependent ADP-ribose/CDP-alcohol diphosphatase / Mn(2+)-dependent ADP-ribose/CDP-alcohol pyrophosphatase
Sevir.5G068400,Chr_05,5412851,5414330,
Sevir.9G502800,Chr_09,51022690,51025514,
Sevir.9G365650,Chr_09,40371822,40372488,
Sevir.9G325900,Chr_09,35835069,35839246,(1 of 1) PTHR21450//PTHR21450:SF9 - UNCHARACTERIZED // BZIP-LIKE PROTEIN-RELATED
Sevir.9G347900,Chr_09,38661320,38665683,(1 of 4) PTHR10909:SF250 - PEROXISOMAL ACYL-COENZYME A OXIDASE 2
Sevir.6G085350,Chr_06,7979050,7979172,
Sevir.6G156200,Chr_06,27383893,27385095,
Sevir.9G374600,Chr_09,41174097,41176441,(1 of 1) PTHR23327//PTHR23327:SF8 - RING FINGER PROTEIN 127 // SUBFAMILY NOT NAMED
Sevir.4G085600,Chr_04,7071264,7074885,(1 of 70) PF08387 - FBD (FBD)
Sevir.5G145100,Chr_05,12584681,12586829,(1 of 13) 3.5.1.52 - Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase / N-oligosaccharide glycopeptidase
Sevir.1G163600,Chr_01,23052599,23053324,
Sevir.9G195800,Chr_09,13882539,13884335,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.4G051300,Chr_04,4002014,4002754,
Sevir.9G308600,Chr_09,34092469,34093101,
Sevir.1G129100,Chr_01,11895651,11904211,(1 of 3) PTHR23056:SF45 - CALCINEURIN B-LIKE PROTEIN 4
Sevir.2G375700,Chr_02,42771703,42776707,(1 of 2) K13096 - splicing factor 4 (SF4)
Sevir.6G247100,Chr_06,35367084,35370429,"(1 of 33) KOG1493 - Anaphase-promoting complex (APC), subunit 11"
Sevir.5G193400,Chr_05,23978108,23980849,(1 of 26) 3.6.5.5 - Dynamin GTPase
Sevir.7G080302,Chr_07,16890116,16892750,"(1 of 4) PTHR10285//PTHR10285:SF77 - URIDINE KINASE // URACIL PHOSPHORIBOSYLTRANSFERASE, CHLOROPLASTIC"
Sevir.7G152000,Chr_07,22347640,22350446,"(1 of 2) K03037 - 26S proteasome regulatory subunit N7 (PSMD6, RPN7)"
Sevir.7G206100,Chr_07,26019290,26022624,(1 of 4) 1.11.1.12//1.11.1.9 - Phospholipid-hydroperoxide glutathione peroxidase / Peroxidation-inhibiting protein // Glutathione peroxidase
Sevir.1G129899,Chr_01,12089502,12091895,(1 of 8) PTHR11206//PTHR11206:SF162 - MULTIDRUG RESISTANCE PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G045112,Chr_02,3671698,3674636,(1 of 5) PTHR23024//PTHR23024:SF140 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED
Sevir.1G086601,Chr_01,7742420,7743711,(1 of 45) PF03101 - FAR1 DNA-binding domain (FAR1)
Sevir.9G502400,Chr_09,51007311,51008646,
Sevir.3G374600,Chr_03,45556207,45563134,(1 of 1) K18466 - vacuolar protein sorting-associated protein 26 (VPS26)
Sevir.9G457766,Chr_09,47766872,47768184,(1 of 2) PTHR12565:SF77 - TRANSCRIPTION FACTOR AIG1-RELATED
Sevir.2G284050,Chr_02,36181403,36182305,
Sevir.9G274900,Chr_09,23778160,23781193,"(1 of 19) 3.2.1.8 - Endo-1,4-beta-xylanase"
Sevir.3G342900,Chr_03,41860615,41861023,
Sevir.5G354100,Chr_05,38745874,38747712,(1 of 1) PTHR33133//PTHR33133:SF12 - FAMILY NOT NAMED // F28K20.6 PROTEIN-RELATED
Sevir.3G101033,Chr_03,6689076,6689455,
Sevir.1G177200,Chr_01,25112849,25116216,"(1 of 2) K00411 - ubiquinol-cytochrome c reductase iron-sulfur subunit (UQCRFS1, RIP1, petA)"
Sevir.2G223600,Chr_02,30583872,30584534,
Sevir.9G057900,Chr_09,3407193,3408398,(1 of 108) PF14368 - Probable lipid transfer (LTP_2)
Sevir.5G111600,Chr_05,8953039,8960504,(1 of 1) PTHR12875:SF0 - GOLGI TO ER TRAFFIC PROTEIN 4 HOMOLOG
Sevir.2G022700,Chr_02,1805689,1807059,(1 of 33) PF08224 - Domain of unknown function (DUF1719) (DUF1719)
Sevir.7G071475,Chr_07,15967530,15967763,(1 of 10) 1.14.13.137 - Indole-2-monooxygenase / CYP71C4
Sevir.1G207000,Chr_01,28191663,28192948,(1 of 11) K10664 - E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:6.3.2.19] (ATL6S)
Sevir.3G413350,Chr_03,49281626,49281748,
Sevir.6G099000,Chr_06,24047288,24048511,
Sevir.9G467450,Chr_09,48482920,48483237,
Sevir.2G260900,Chr_02,34146857,34149299,(1 of 26) PF02469 - Fasciclin domain (Fasciclin)
Sevir.4G063103,Chr_04,5029059,5029545,
Sevir.3G287100,Chr_03,24801473,24804225,(1 of 1) PTHR31165//PTHR31165:SF6 - FAMILY NOT NAMED // PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 6
Sevir.6G231900,Chr_06,34188277,34190878,
Sevir.2G045200,Chr_02,3720293,3722844,(1 of 5) PTHR23024//PTHR23024:SF140 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED
Sevir.4G220901,Chr_04,32202860,32203827,
Sevir.3G143700,Chr_03,9713306,9717421,"(1 of 1) PTHR22939:SF81 - PROTEASE DO-LIKE 1, CHLOROPLASTIC"
Sevir.4G267500,Chr_04,36728099,36729237,
Sevir.5G033300,Chr_05,2544535,2547276,
Sevir.7G106800,Chr_07,19252050,19254670,"(1 of 2) K02947 - small subunit ribosomal protein S10e (RP-S10e, RPS10)"
Sevir.9G292600,Chr_09,31090982,31114406,(1 of 1) PTHR12741//PTHR12741:SF5 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 10
Sevir.6G202650,Chr_06,32044100,32044328,
Sevir.5G228800,Chr_05,27699261,27707590,(1 of 1) PTHR19241//PTHR19241:SF264 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED
Sevir.5G048933,Chr_05,3859068,3859304,
